"city","country","pop2025","latitude","longitude"
"Beohari","India",22107,24.0242,81.3783
"Namagiripettai","India",22098,11.4551,78.2682
"Ghoti Budrukh","India",22095,19.7164,73.6282
"Siwana","India",22067,25.6515,72.4224
"Multai","India",22029,21.7746,78.2576
"Bhinga","India",22016,27.7028,81.9343
"Fatehabad","India",21957,27.0264,78.3027
"Kumher","India",21903,27.3166,77.3708
"Nattam","India",21888,10.2278,78.2297
"Laungowal","India",21880,30.1939,75.6809
"Chandrakona","India",21855,22.7333,87.5167
"Farakka","India",21834,24.8167,87.9
"Tijara","India",21833,27.9341,76.8554
"Silao","India",21828,25.0836,85.428
"Mundargi","India",21826,15.2068,75.8839
"Kuchera","India",21796,26.9875,73.9711
"Paonta Sahib","India",21787,30.4367,77.6246
"Lonar","India",21765,19.9853,76.5205
"Dattapur","India",21763,20.7808,78.1407
"Napasar","India",21750,27.9606,73.5591
"Patur","India",21747,20.4609,76.9372
"Nagod","India",21732,24.5692,80.5881
"Dum Duma","India",21706,27.5688,95.5566
"Nilakottai","India",21683,10.165,77.8502
"Peravurani","India",21663,10.2903,79.2016
"Haliyal","India",21625,15.3286,74.7564
"Dalsingh Sarai","India",21611,25.6679,85.8364
"Karanpur","India",21604,29.8404,73.4552
"Samthar","India",21582,25.8435,78.9068
"Banat","India",21580,29.4636,77.3548
"Mandalgarh","India",21569,25.1941,75.0722
"Muttupet","India",21568,10.3951,79.4935
"Sakti","India",21561,22.0266,82.9609
"Belur","India",21551,13.1656,75.8652
"Gingee","India",21530,12.2528,79.4173
"Rapar","India",21507,23.5727,70.6472
"Chamba","India",21502,32.5553,76.1265
"Maheshwar","India",21500,22.1759,75.5872
"Kasrawad","India",21484,22.1275,75.611
"Bansdih","India",21457,25.8838,84.2183
"Guruvayur","India",21416,10.5943,76.0411
"Mhasvad","India",21404,17.6336,74.7877
"Jaitaran","India",21403,26.2045,73.9368
"Ratanpur","India",21392,22.2866,82.1682
"Kurandvad","India",21388,16.6832,74.5889
"Alandi","India",21383,18.6776,73.8987
"Mandawar","India",21339,29.4865,78.1273
"Pallikondai","India",21335,12.9052,78.9427
"Akaltara","India",21333,22.0246,82.4264
"Bedi","India",21327,22.5014,70.0436
"Seondha","India",21326,26.1542,78.7812
"Kharkhauda","India",21320,28.8787,76.9107
"Deoli","India",21298,25.7573,75.3799
"Pali","India",21287,23.3645,81.0437
"Dhekiajuli","India",21271,26.7037,92.4781
"Chhata","India",21260,27.7237,77.5081
"Asifabad","India",21213,19.3585,79.2841
"Dharampur","India",21207,20.5369,73.1737
"Telhara","India",21146,21.0269,76.8389
"Deogarh","India",21134,21.5383,84.7334
"Asika","India",21134,19.6111,84.66
"Chatrapur","India",21123,19.3557,84.9836
"Basi","India",21096,26.8315,76.0486
"Dhulagari","India",21080,22.5821,88.171
"Okha","India",21048,22.4676,69.07
"Kiraoli","India",21024,27.1377,77.7852
"Kantabanji","India",21024,20.4671,82.9204
"Qadian","India",21015,31.822,75.3766
"Pokaran","India",21014,26.9201,71.9163
"Mudgal","India",21006,16.0119,76.442
"Abrama","India",21000,20.8587,72.9065
"Bagula","India",20999,23.3366,88.6411
"Gunnaur","India",20980,28.24,78.4399
"Sarauli","India",20923,28.494,79.0918
"Lalgudi","India",20916,10.8742,78.8194
"Nabinagar","India",20848,24.6068,84.1262
"Tharangambadi","India",20841,11.0276,79.8542
"Begun","India",20836,24.9833,75
"Dhing","India",20826,26.4679,92.4734
"Hukeri","India",20824,16.2308,74.6024
"Bhanvad","India",20823,21.9305,69.7808
"Morigaon","India",20807,26.2491,92.3476
"Clement Town","India",20806,30.2636,78.0086
"Ghatanji","India",20785,20.1418,78.3133
"Mudkhed","India",20776,19.1566,77.503
"Sivagiri","India",20772,9.34461,77.4291
"Latehar","India",20769,23.7442,84.4998
"Kaikalur","India",20763,16.5515,81.214
"Kheralu","India",20755,23.8853,72.6187
"Alibag","India",20752,18.6481,72.8758
"Alipur","India",20736,28.7986,77.1331
"Dasuya","India",20697,31.8168,75.6531
"Digboi","India",20685,27.3932,95.6184
"Kil Bhuvanagiri","India",20656,11.4422,79.6476
"Bhanjanagar","India",20647,19.9272,84.582
"Kuzhithurai","India",20611,8.31792,77.1919
"Dhariwal","India",20604,31.9562,75.3239
"Polasara","India",20577,19.6939,84.814
"Kishtwar","India",20553,33.3135,75.7673
"Kanniyakumari","India",20540,8.09008,77.5384
"Achhnera","India",20532,27.1783,77.7567
"Chillupar","India",20518,26.2822,83.5064
"Jaynagar","India",20496,26.5905,86.1379
"Bhuban","India",20478,20.882,85.8333
"Maniar","India",20462,25.9855,84.1723
"Machhiwara","India",20447,30.9156,76.2002
"Chincholi","India",20447,17.4651,77.4187
"Anthiyur","India",20436,11.5751,77.5904
"Nimaj","India",20424,26.15,74.0009
"Tufanganj","India",20420,26.3169,89.6655
"Harur","India",20405,12.0527,78.4802
"Dugda","India",20400,23.7452,86.1718
"Tisaiyanvilai","India",20395,8.33702,77.8678
"Channagiri","India",20376,14.024,75.9258
"Jhalu","India",20356,29.3361,78.2261
"Jahazpur","India",20350,25.6199,75.2761
"Akkarampalle","India",20325,13.65,79.42
"Byndoor","India",20323,13.8667,74.6333
"Pallappatti","India",20281,10.7206,77.8795
"Wellington","India",20254,11.3655,76.7844
"Serchhip","India",20244,23.2931,92.8468
"Penukonda","India",20220,14.0829,77.5947
"Srinagar","India",20216,30.2224,78.7834
"Padmanabhapuram","India",20212,8.24462,77.3258
"Barpali","India",20202,21.1901,83.5872
"Firozpur Jhirka","India",20195,27.7885,76.945
"Morwa","India",20168,22.9047,73.8391
"Mairwa","India",20163,26.2322,84.1635
"Jevargi","India",20157,17.0139,76.7732
"Kaimori","India",20154,23.3846,79.7442
"Mau Aimma","India",20123,25.6952,81.9234
"Falakata","India",20119,26.5196,89.2042
"Katghora","India",20113,22.5025,82.5428
"Chinna Salem","India",20111,11.6342,78.8741
"Dhaurahra","India",20098,27.9981,81.0898
"Khairagarh","India",20095,26.9427,77.8189
"Maksi","India",20094,23.26,76.1457
"Afzalpur","India",20094,17.1999,76.3602
"Narayangarh","India",20085,30.478,77.128
"Mungaoli","India",20081,24.4084,78.0959
"Pulwama","India",20071,33.8741,74.8996
"Sirumugai","India",20066,11.3214,77.0052
"Khowai","India",20046,24.0796,91.5997
"Nawa","India",20044,27.0195,75.0023
"Govardhan","India",20044,27.4966,77.4626
"Raya","India",20008,27.5561,77.7897
"Powai","India",20000,19.1164,72.9047
"Annur","India",19962,11.2362,77.1051
"Dasnapur","India",19962,19.654,78.5121
"Charthawal","India",19942,29.5469,77.5944
"Siswa Bazar","India",19939,27.1465,83.758
"Savda","India",19903,21.1505,75.8894
"Ranikhet","India",19873,29.6408,79.4323
"Kuppam","India",19854,12.7493,78.3419
"Suket","India",19851,24.6461,76.0417
"Sangod","India",19842,24.9271,76.2865
"Kulu","India",19831,31.9583,77.1082
"Deoranian","India",19788,28.6299,79.4765
"Kattanam","India",19764,9.17614,76.5632
"Marakkanam","India",19734,12.1921,79.9419
"Surajgarh","India",19721,28.31,75.7327
"Rajmahal","India",19711,25.053,87.8305
"Jhinjhana","India",19711,29.5212,77.2247
"Devgadh Bariya","India",19703,22.7052,73.9088
"Ajnala","India",19691,31.8447,74.7629
"Vadakku Viravanallur","India",19689,8.69786,77.5192
"Aklera","India",19683,24.4129,76.5672
"Sonari","India",19672,27.0246,95.0163
"Kapren","India",19671,25.4053,76.0743
"Palakkodu","India",19630,12.307,78.0702
"Chandor","India",19592,20.3306,74.2447
"Patnagarh","India",19582,20.7083,83.1326
"Lawar Khas","India",19556,29.1109,77.7777
"Sriramnagar","India",19550,17.2665,78.2554
"Dharamsala","India",19540,32.2201,76.3201
"Pinahat","India",19511,26.8849,78.3765
"Bijawar","India",19468,24.6235,79.4899
"Jansath","India",19467,29.325,77.8504
"Bundu","India",19467,23.1609,85.5901
"Richha","India",19459,28.6947,79.5228
"Bhayavadar","India",19458,21.8552,70.2479
"Aistala","India",19425,23.18,88.58
"Gannavaram","India",19410,16.5409,80.8021
"Sikka","India",19404,22.4322,69.8416
"Sojitra","India",19403,22.5388,72.7198
"Singur","India",19402,22.8092,88.2294
"Rajpur","India",19396,21.9402,75.1361
"Belsand","India",19396,26.4436,85.4008
"Kuju","India",19390,23.7254,85.5102
"Kalmeshwar","India",19386,21.2322,78.9199
"Maham","India",19383,28.9691,76.295
"Bhawanigarh","India",19376,30.2668,76.0385
"Wazirganj","India",19372,28.2115,79.0566
"Shahpur","India",19370,21.2374,76.2256
"Denkanikota","India",19358,12.5301,77.7889
"Yellapur","India",19343,14.9637,74.7093
"Maholi","India",19343,27.6637,80.4737
"Bilhaur","India",19333,26.8435,80.0639
"Taoru","India",19310,28.2117,76.9498
"Chapar","India",19301,26.2727,90.4456
"Mau","India",19299,26.2658,78.6711
"Dhanaula","India",19281,30.2822,75.5734
"Hamirpur","India",19280,31.6841,76.5251
"Kudachi","India",19272,16.6278,74.8541
"Laksar","India",19270,29.7587,78.0415
"Dindori","India",19263,22.9414,81.0798
"Bali","India",19259,25.1973,73.2912
"Ghatkesar","India",19243,17.4508,78.6837
"Banga","India",19234,31.1887,75.9949
"Chhaprauli","India",19224,29.2099,77.1745
"Kodarma","India",19180,24.4675,85.594
"Konnur","India",19166,16.2014,74.7489
"Irugur","India",19166,11.0178,77.0629
"Balachor","India",19166,31.0606,76.3017
"Chandur","India",19163,20.8141,77.9801
"Surianwan","India",19157,25.4639,82.4192
"Tekari","India",19063,24.9425,84.8427
"Dharur","India",19060,18.8202,76.1094
"Kirandul","India",19053,18.6365,81.2583
"French Rocks","India",19051,12.5009,76.6742
"Amlagora","India",19038,22.8462,87.3356
"Hungund","India",19036,16.0621,76.0586
"Vasudevanallur","India",19021,9.24171,77.4118
"Udangudi","India",19008,8.42918,78.0297
"Anshing","India",19000,20.0409,77.315
"Bhasawar","India",18996,27.0389,77.0485
"Babra","India",18993,21.8458,71.3054
"Parichhatgarh","India",18990,28.9784,77.9342
"Bhor","India",18982,18.1486,73.8434
"Kulpahar","India",18976,25.3201,79.6393
"Birpur","India",18968,26.5082,87.0119
"Harij","India",18964,23.6936,71.907
"Velur","India",18951,11.1082,78.0011
"Sulya","India",18950,12.561,75.3874
"Baud","India",18945,20.8377,84.3262
"Mulgund","India",18928,15.2807,75.5213
"Ponda","India",18898,15.4034,74.0152
"Shahpur","India",18874,29.3501,77.5516
"Marahra","India",18873,27.7368,78.5689
"Chicholi","India",18864,21.4693,79.7015
"Malvan","India",18858,16.0598,73.4629
"Pahasu","India",18854,28.1722,78.0638
"Rajgurunagar","India",18846,18.8667,73.9
"Akbarpur","India",18835,26.3837,79.9493
"Ranipur","India",18820,25.2503,79.062
"Mallasamudram","India",18820,11.4933,78.0312
"Badnawar","India",18790,23.0218,75.2327
"Chandur Bazar","India",18780,21.2385,77.7471
"Sonepur","India",18768,20.8333,83.9167
"Mon","India",18742,26.7358,95.0584
"Amod","India",18742,21.9932,72.8705
"Rangapara","India",18739,26.8377,92.6688
"Basi","India",18739,30.5881,76.845
"Nanauta","India",18738,29.7122,77.4173
"Chhapar","India",18727,27.819,74.4394
"Haldaur","India",18686,29.2899,78.2844
"Srirampur","India",18682,22.9485,88.0195
"Mandvi","India",18669,21.2553,73.3041
"Valabhipur","India",18663,21.8887,71.8793
"Samrala","India",18623,30.836,76.1932
"Kharupatia","India",18599,26.5184,92.1472
"Basi","India",18591,30.6885,76.4011
"Durgapur","India",18561,20.0054,79.3027
"Naravarikuppam","India",18555,13.1913,80.1847
"Phalauda","India",18545,29.1882,77.83
"Bhum","India",18543,18.4591,75.6588
"Khirkiyan","India",18498,22.1673,76.8614
"Rampura","India",18495,24.467,75.44
"Padampur","India",18454,29.7089,73.6254
"Namrup","India",18432,27.194,95.3193
"Along","India",18425,28.1695,94.8006
"Sanaur","India",18401,30.3018,76.4579
"Saraipali","India",18394,21.3153,83.0063
"Honavar","India",18392,14.2809,74.445
"Visavadar","India",18382,21.3395,70.7497
"Patharia","India",18358,23.8992,79.1939
"Fort Gloster","India",18350,22.5044,88.1833
"Thasra","India",18337,22.7983,73.2117
"Kakori","India",18332,26.868,80.7857
"Chetput","India",18326,13.07,80.2408
"Ramjibanpur","India",18318,22.8281,87.6089
"Daboh","India",18298,26.0024,78.8766
"Wer","India",18268,27.0186,77.1764
"Nasrullahganj","India",18265,22.6837,77.2707
"Kharsia","India",18256,21.9895,83.1048
"Pataudi","India",18248,28.3255,76.7786
"Gurmatkal","India",18236,16.8677,77.3909
"Behat","India",18223,30.1718,77.6139
"Nimaparha","India",18222,20.0576,86.0044
"Burhar","India",18191,23.2149,81.532
"Barka Kana","India",18182,23.6212,85.4675
"Jalali","India",18177,27.8668,78.2527
"Vettaikkaranpudur","India",18128,10.5621,76.913
"Anuppur","India",18122,23.1034,81.6908
"Jhalida","India",18057,23.3654,85.9764
"Fatehgarh Churian","India",18051,31.8643,74.9566
"Tirumala","India",18013,13.6833,79.35
"Bhogpur","India",18008,31.5544,75.6427
"Bhattiprolu","India",18001,16.1026,80.7807
"Barjala","India",17998,23.6182,91.356
"Kesinga","India",17994,20.1878,83.2195
"Mahishadal","India",17988,22.1862,87.9807
"Gubbi","India",17983,13.3122,76.941
"Sompeta","India",17982,18.9442,84.5845
"Dumjor","India",17972,22.6199,88.2457
"Narauli","India",17945,28.4855,78.7148
"Arukutti","India",17944,9.86667,76.35
"Murudeshwara","India",17938,14.0943,74.4845
"Kerur","India",17928,16.0138,75.5463
"Samdari","India",17915,25.813,72.5788
"Vadlapudi","India",17881,14.3112,79.8043
"V.S.K.Valasai (Dindigul-Dist.)","India",17865,10.3155,78.1514
"Handia","India",17861,25.3638,82.1865
"Sarwar","India",17860,26.0627,75.011
"Takhatpur","India",17859,22.1292,81.8696
"Sarai Mir","India",17849,26.0271,82.9184
"Chakia","India",17831,26.416,85.0467
"Katangi","India",17816,23.4412,79.7962
"Singarayakonda","India",17796,15.2305,80.0279
"Damnagar","India",17766,21.6923,71.5175
"Doda","India",17748,33.1492,75.5475
"Harpalpur","India",17731,25.2877,79.3328
"Kalanaur","India",17725,28.8282,76.3955
"Moram","India",17696,17.7881,76.4708
"Bhitarwar","India",17679,25.7922,78.1108
"Pennadam","India",17662,11.4039,79.2416
"Gangapur","India",17661,25.2195,74.2603
"Kundgol","India",17617,15.2561,75.2474
"Bargi","India",17588,22.9914,79.8755
"Jarwal","India",17576,27.1629,81.5418
"Una","India",17569,31.4649,76.2691
"Nichlaul","India",17567,27.3125,83.7253
"Raipur","India",17537,26.0426,74.0237
"Kodoli","India",17537,16.8764,74.1909
"Pundri","India",17533,29.761,76.5603
"Bhadaur","India",17532,30.4765,75.3305
"Tajpur","India",17529,29.1624,78.4846
"North Guwahati","India",17516,26.1975,91.7202
"Arang","India",17503,21.1964,81.9691
"Devgarh","India",17500,25.5253,73.9081
"Banapur","India",17499,19.7789,85.1703
"Murbad","India",17494,19.254,73.3899
"Perundurai","India",17488,11.2756,77.5879
"Mundwa","India",17465,27.0631,73.823
"Calangute","India",17446,15.5439,73.7553
"Sarai Akil","India",17443,25.3789,81.5104
"Amet","India",17434,25.3061,73.9258
"Naregal","India",17403,15.5732,75.8081
"Raybag","India",17389,16.4918,74.7739
"Bagdogra","India",17372,26.6993,88.3118
"Indergarh","India",17366,26.9352,79.6712
"Nilokheri","India",17360,29.8367,76.9319
"Alangayam","India",17357,12.6223,78.7521
"Howli","India",17354,26.4224,90.98
"Banur","India",17349,30.5541,76.7195
"Phirangipuram","India",17335,16.2908,80.2623
"Chhoti Sadri","India",17335,24.3815,74.7012
"Jalalpur","India",17325,20.949,72.8983
"Chhala","India",17323,23.3078,72.774
"Takhatgarh","India",17285,25.3223,73.0049
"Sardulgarh","India",17270,29.6922,75.2361
"Bhanpuri","India",17270,21.0919,80.9322
"Naldurg","India",17261,17.8167,76.2818
"Rahimatpur","India",17260,17.5921,74.1997
"Mulki","India",17259,13.091,74.7935
"Sriperumbudur","India",17253,12.9676,79.942
"Balugaon","India",17238,20.1784,85.1133
"Bilthra","India",17228,26.1271,83.8915
"Khanapur","India",17216,15.6397,74.5085
"Khetri","India",17177,28.0007,75.7864
"Kolaras","India",17174,25.2193,77.6117
"Mendarda","India",17166,21.3211,70.4408
"Taleigao","India",17148,15.4691,73.8328
"Uttarkashi","India",17123,30.7299,78.4434
"Rajgarh","India",17113,22.6782,74.9448
"Moirang","India",17103,24.4975,93.7779
"Nirmali","India",17102,26.314,86.5854
"Bhanpura","India",17082,24.513,75.7469
"Amroli","India",17082,21.2508,72.8388
"Chalala","India",17081,21.4107,71.1662
"Madambakkam","India",17058,12.8525,80.0467
"Mahiari","India",17051,22.5883,88.2354
"Naraina","India",17048,26.7907,75.2061
"Adampur","India",17027,31.4322,75.7148
"Aurad","India",17019,18.254,77.4176
"Nawabganj","India",17015,26.864,82.141
"Maghar","India",17011,26.7559,83.1277
"Jatara","India",17002,25.0096,79.0487
"Mundgod","India",17000,14.9714,75.0366
"Vasind","India",16970,19.4084,73.2628
"Narwar","India",16948,25.6439,77.9129
"Bhindar","India",16945,24.5023,74.1855
"Manjhanpur","India",16939,25.5305,81.3757
"Depalpur","India",16936,22.851,75.5422
"Alnavar","India",16926,15.4273,74.7411
"Tanakpur","India",16905,29.074,80.1114
"Jawad","India",16887,24.5992,74.8626
"Kutiyana","India",16877,21.6241,69.9849
"Amarpatan","India",16858,24.3137,80.977
"Junagarh","India",16856,19.8599,82.9339
"Challapalle","India",16841,16.1176,80.9314
"Papanasam","India",16837,10.9269,79.2706
"Konarka","India",16834,19.8976,86.1141
"Mahudha","India",16828,22.8208,72.9403
"Sivagiri","India",16779,11.1203,77.7881
"Nagamangala","India",16760,12.8194,76.7546
"Honnali","India",16753,14.2398,75.6451
"Amta","India",16753,22.5834,88.0104
"Kadod","India",16747,21.2172,73.2197
"Harsud","India",16736,22.0995,76.7342
"Belonia","India",16735,23.2518,91.4541
"Beri Khas","India",16727,28.7015,76.5771
"Koath","India",16725,25.3264,84.2598
"Deshnoke","India",16720,27.7984,73.343
"Kanke","India",16712,23.4348,85.3206
"Hirekerur","India",16688,14.4551,75.3952
"Deoli","India",16685,20.6492,78.4802
"Phaphund","India",16675,26.5989,79.4644
"Babrala","India",16670,28.2642,78.4056
"Athagarh","India",16665,20.52,85.6296
"Malihabad","India",16649,26.9222,80.7108
"Jhusi","India",16642,25.4375,81.9055
"Gummidipundi","India",16605,13.4076,80.1088
"Shirhatti","India",16604,15.2335,75.58
"Teonthar","India",16578,24.9821,81.6419
"Bokajan","India",16561,26.0213,93.7794
"Noamundi","India",16558,22.1609,85.5042
"Salumbar","India",16557,24.1352,74.0444
"Banki","India",16555,20.3791,85.5295
"Palera","India",16554,25.0201,79.2282
"Garui","India",16499,22.6333,88.4
"Khatra","India",16484,22.9762,86.8546
"Garhshankar","India",16470,31.2154,76.1415
"Tondi","India",16468,9.74173,79.0177
"Nainwa","India",16415,25.7715,75.8498
"Khilchipur","India",16411,24.0394,76.578
"Bharwari","India",16411,25.5608,81.4916
"Katpadi","India",16408,12.9695,79.1455
"Bhainsdehi","India",16400,21.6449,77.6302
"Madipakkam","India",16396,12.9623,80.1986
"Talwandi Bhai","India",16391,30.8558,74.9298
"Kumbhraj","India",16391,24.3734,77.0484
"Gokavaram","India",16389,17.2582,81.8499
"Padampur","India",16387,20.9993,83.0632
"Khada","India",16350,27.1833,83.8833
"Sultanpur","India",16344,31.2147,75.196
"Jasidih","India",16338,24.5138,86.6458
"Sancoale","India",16311,15.3779,73.9035
"Narnaund","India",16299,29.2205,76.1428
"Gandarbal","India",16271,34.2262,74.7748
"Chennimalai","India",16268,11.1638,77.6039
"Bahula","India",16264,23.6518,87.1647
"Bilgi","India",16257,16.3471,75.618
"Kulgam","India",16246,33.6446,75.0192
"Gandevi","India",16240,20.8121,72.9981
"Badvel","India",16238,14.7451,79.0629
"Makum","India",16225,27.4865,95.4365
"Kamalganj","India",16222,27.2618,79.6313
"Mahgawan","India",16176,26.4947,78.6159
"Babai","India",16176,22.7026,77.9349
"Pushkar","India",16173,26.4902,74.5521
"Baihar","India",16168,22.1013,80.5497
"Bandikui","India",16165,27.0509,76.5732
"Anamalais","India",16131,10.583,76.9344
"Nambiyur","India",16126,11.3581,77.3212
"Cuncolim","India",16122,15.1773,73.9939
"Piriyapatna","India",16099,12.335,76.1007
"Shahi","India",16064,28.5502,79.3176
"Neral","India",16060,19.0247,73.3169
"Guru Har Sahai","India",16027,30.7086,74.4041
"Nayagarh","India",16001,20.1288,85.0963
"Hajo","India",15977,26.2452,91.5253
"Virarajendrapet","India",15976,12.1964,75.8051
"Bhikhi","India",15961,30.0592,75.535
"Indri","India",15954,29.88,77.0597
"Thakurganj","India",15953,26.4274,88.1311
"Udalguri","India",15935,26.7537,92.1021
"Vasa","India",15934,22.6608,72.7552
"Rura","India",15908,26.49,79.9011
"Vadamadurai","India",15886,10.4408,78.0978
"Kannod","India",15870,22.6676,76.7429
"Ajra","India",15864,16.116,74.211
"Pipraich","India",15856,26.8274,83.5263
"Shahpur","India",15850,25.6029,84.4041
"Sunel","India",15840,24.3706,75.9571
"Unhel","India",15837,23.3379,75.5593
"Sisauli","India",15837,29.4139,77.4689
"Bara Uchana","India",15830,29.4675,76.178
"Mihona","India",15830,26.2837,78.9805
"Kamakhyanagar","India",15818,20.9338,85.5449
"Arkalgud","India",15802,12.7617,76.0603
"Abhayapuri","India",15802,26.3225,90.6853
"Jodiya Bandar","India",15788,22.7167,70.2833
"Jagalur","India",15787,14.5196,76.3391
"Dumra","India",15778,26.5671,85.5204
"Pennagaram","India",15758,12.1343,77.8952
"Bhudgaon","India",15738,16.9074,74.5995
"Kankauli","India",15735,16.2661,73.7122
"Khairagarh","India",15734,21.4186,80.9794
"Khatima","India",15714,28.9213,79.9707
"Boisar","India",15692,19.8036,72.756
"Neelankarai","India",15688,12.9495,80.2592
"Bagar","India",15670,28.1878,75.5001
"Srivaikuntam","India",15665,8.62931,77.9128
"Manthani","India",15661,18.6509,79.665
"Madukkur","India",15631,10.481,79.3994
"Khutar","India",15618,28.2031,80.2705
"Bari Sadri","India",15616,24.4134,74.4733
"Baberu","India",15607,25.5471,80.7044
"Lakhnadon","India",15589,22.6005,79.6009
"Kota","India",15582,22.2951,82.0237
"Chanasma","India",15572,23.7147,72.1128
"Nahorkatiya","India",15548,27.2891,95.3418
"Bilsanda","India",15538,28.2434,79.9513
"Leteri","India",15519,24.0598,77.4086
"Holalkere","India",15480,14.0429,76.185
"Kotaparh","India",15479,19.1426,82.3254
"Vada","India",15474,19.6535,73.1481
"Udaipura","India",15473,23.0743,78.5111
"Nilgiri","India",15462,21.4624,86.7679
"Kosigi","India",15455,15.8551,77.2446
"Kalghatgi","India",15428,15.1832,74.971
"Kalugumalai","India",15423,9.14941,77.7057
"Tirthahalli","India",15422,13.6883,75.2455
"Parvatsar","India",15405,26.886,74.766
"Pathalgaon","India",15394,22.5566,83.4635
"Asind","India",15389,25.7342,74.3328
"Kachhwa","India",15381,25.2062,82.7144
"Sayla","India",15376,22.5492,71.4832
"Naspur","India",15374,18.8458,79.4616
"Bah","India",15359,26.8691,78.5938
"Dornakal","India",15350,17.4447,80.149
"Mirganj","India",15335,28.5401,79.2082
"Punahana","India",15332,27.8637,77.2043
"Katangi","India",15321,21.7737,79.8051
"Bhikangaon","India",15321,21.8676,75.9639
"Dicholi","India",15315,15.5932,73.9457
"Kathor","India",15311,21.2885,72.9407
"Pipili","India",15301,20.1136,85.8315
"Dalkola","India",15285,25.8758,87.8401
"Srivardhan","India",15279,18.0459,73.0155
"Anandpur","India",15229,31.2393,76.5025
"Mundra","India",15220,22.8392,69.7219
"Khuldabad","India",15213,20.0067,75.1925
"Gangolli","India",15200,13.6502,74.6707
"Chotila","India",15197,22.4235,71.1964
"Khapa","India",15175,21.4224,78.9817
"Hindoria","India",15142,23.9035,79.5686
"Korwai","India",15136,24.1177,78.0401
"Kenda","India",15131,23.1959,86.515
"Phek","India",15118,25.6667,94.5
"Sorada","India",15117,19.7608,84.43
"Binka","India",15095,21.0263,83.812
"Naraini","India",15077,25.1903,80.475
"Lalpur","India",15076,22.1907,69.9635
"Mandapam","India",15073,9.27571,79.1236
"Pupri","India",15070,26.4708,85.7031
"Usehat","India",15068,27.798,79.2376
"Punjai Puliyampatti","India",15066,11.3516,77.1667
"Pachperwa","India",15056,27.5123,82.643
"Bantva","India",15051,21.4881,70.0758
"Khetia","India",15021,21.6712,74.5854
"Khamaria","India",15019,23.2256,79.8801
"Un","India",15007,29.5848,77.2554
"Misrikh","India",15007,27.4314,80.5316
"Chakia","India",14999,25.0489,83.2215
"Vagator","India",14986,15.5977,73.745
"Pattan","India",14965,34.1613,74.5563
"Kushalnagar","India",14961,12.4579,75.959
"Chakulia","India",14952,22.483,86.7179
"Mohiuddinnagar","India",14938,25.5737,85.6694
"Vallam","India",14935,10.7199,79.0598
"Tezu","India",14927,27.9126,96.1288
"Kunnumma","India",14918,9.35672,76.4134
"Mauranwan","India",14916,26.4288,80.8801
"Mehnagar","India",14897,25.8789,83.1161
"Nawanshahr","India",14884,32.765,74.5277
"Kalas","India",14858,18.1724,74.7905
"Utran","India",14855,21.2333,72.8667
"Khanpur","India",14854,24.7324,76.396
"Fatehgarh","India",14847,27.3641,79.6311
"Shahgarh","India",14830,24.3137,79.1181
"Khed","India",14829,17.7189,73.3969
"Sidhpura","India",14815,27.6331,78.8692
"Vilattikulam","India",14802,9.13227,78.1664
"Jafarpur","India",14798,22.3188,88.2305
"Jetalsar","India",14771,21.7089,70.577
"Kondalwadi","India",14770,18.8073,77.7703
"Siddapur","India",14769,14.3432,74.894
"Meethari Marwar","India",14760,27.5762,74.6866
"Madugula","India",14741,17.9159,82.8158
"Manchar","India",14740,19.0044,73.9435
"Biloli","India",14716,18.7738,77.7246
"Kupwara","India",14711,34.0306,74.2642
"Mohan","India",14709,26.7801,80.675
"Purushottampur","India",14707,19.5202,84.8851
"Ayyampettai","India",14702,10.9014,79.1798
"Khanpur","India",14688,28.5345,78.0655
"Kamalapuram","India",14677,14.5983,78.6695
"Ajaigarh","India",14640,24.8988,80.2592
"Kota","India",14632,24.4464,83.1306
"Sarangarh","India",14615,21.5861,83.0785
"Vaghodia","India",14606,22.305,73.4002
"Susner","India",14601,23.9467,76.0882
"Bariarpur","India",14595,25.2879,86.5764
"Gaurela","India",14582,22.7545,81.9011
"Gautampura","India",14562,22.9866,75.5192
"Ankola","India",14540,14.6605,74.3047
"Lakhtar","India",14534,22.8568,71.7884
"Jalakandapuram","India",14529,11.6978,77.873
"Ammapettai","India",14528,10.7948,79.3199
"Shadipur Julana","India",14508,29.1237,76.4052
"Saidpur","India",14496,28.6109,77.909
"Bodri","India",14491,23.1652,81.4326
"Valavanur","India",14463,11.9209,79.5824
"Elumalai","India",14456,9.86501,77.6992
"Thiruvaiyaru","India",14451,10.8841,79.1036
"Koratagere","India",14445,13.522,77.2373
"Kudal","India",14432,16.0115,73.6887
"Bilkha","India",14421,21.4415,70.6006
"Manikpur","India",14415,25.0608,81.0996
"Karari","India",14403,25.4524,81.4268
"Panchgani","India",14400,17.9245,73.8008
"Kariapatti","India",14398,9.67505,78.0999
"Nongpoh","India",14387,25.9023,91.8769
"Ahiri","India",14384,19.4139,80.0036
"Dewa","India",14375,27.0362,81.1669
"Palavakkam","India",14369,12.9535,80.2572
"Chinchani","India",14357,19.8746,72.6851
"Ahwa","India",14321,20.7572,73.6863
"Salon","India",14312,26.0286,81.454
"Ambahta","India",14303,29.8571,77.3358
"Nazira","India",14302,26.9165,94.7361
"Buguda","India",14297,19.8081,84.7908
"Bansgaon","India",14282,26.5503,83.345
"Kankipadu","India",14249,16.4353,80.7672
